subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK2880,32,Bachelor's degree,Not Hispanic,Female,,THAI,Married/Domestic Partnership,United States,Asian,,91,,37,,25,,45,,51,,"I MOSTLY GROUP THEM ,AND THE WORD THAT I FAMILIAR WITH OR USE MOST OFTEN. REMEMBER THE RECENT WORD FIRST",0,0
MTK2882,28,Associate degree,Not Hispanic,Male,,english,Single,United States,White,,,65,,73,,96,,40,,50,,1,0
MTK2884,23,Some college,Not Hispanic,Female,,English,Single,United States,White,,,19,,5,,12,,6,,7,I wanted to use the above strategies but I was told not to think about previous words during the new words. I like to form a story as new words come in and I usually have a lot of success with that but I tried my best not to use strategies like that since the instructions said not to.,1,1
MTK2885,22,Some college,Not Hispanic,Female,,English,Single,United States,White,,100,,98,,34,,69,,98,,,1,0
MTK2886,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2887,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2888,33,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,95,,90,,65,,91,,75,,,0,0
MTK2890,38,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,97,,90,,97,,1,,63,,0,0
MTK2891,24,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,Black|White,,0,,100,,0,,55,,9,,,0,0
MTK2892,56,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,39,,14,,93,,3,,7,,0,0
MTK2893,28,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,,27,,47,,72,,9,,66,,0,0
MTK2894,24,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,American Indian/Alaskan Native|Black,,91,,30,,82,,7,,46,,Basically familiarized the last words of the sequence first then gather as much details from the other words in the sequence.,0,0
MTK2896,58,Master's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,93,,93,,93,,0,,0,,,0,0
MTK2897,31,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,64,,1,,65,,10,,1,,no,0,0
MTK2898,29,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,,75,,49,,65,,72,,69,,0,0
MTK2899,34,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,85,,94,,90,,0,,0,,"I tried to make associations where possible- cowboy and banjo, daughter and woman, salt and garlic, patrol ghetto and robber to help solidify the word pair (or group) in my mind.",0,0
MTK2900,32,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,65,,83,,17,,51,,93,,,0,0
MTK2901,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2902,29,Some college,Not Hispanic,Male,,English,Single,United States,White,,100,,0,,100,,0,,33,,,0,0
MTK2903,37,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,89,,90,,89,,91,,90,,0,0
MTK2904,26,Some graduate education,Not Hispanic,Female,,English,Single,United States,White,,,65,,100,,0,,0,,100,,0,0
MTK2905,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2906,31,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,80,,60,,2,,66,,100,,0,0
MTK2907,33,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,96,,77,,76,,56,,49,,0,0
MTK2909,25,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,68,,11,,68,,13,,57,,,0,0
MTK2910,31,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,85,,84,,72,,1,,4,,n/a,0,0
MTK2912,34,Master's degree,Not Hispanic,Female,,english,Single,United States,White,,37,,19,,54,,2,,20,,,0,0
MTK2913,35,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,98,,84,,91,,1,,2,,,0,0
MTK2914,22,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,22,,86,,2,,1,,54,N/A,0,0
MTK2915,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2916,25,Some college,Hispanic,Male,,English,Single,United States,White,,92,,57,,26,,13,,15,,I would repeat all the words aloud after hearing them,0,0
MTK2917,29,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,85,,85,,25,,85,,25,,similar starting letters or going through the alphabet to recall,0,0
MTK2918,23,Some college,Hispanic,Female,,English,Married/Domestic Partnership,United States,Black,,51,,49,,11,,0,,0,,I tried grouping words together to remember as much as I could. I remembered the words that came last easier and then try to recall the first words.,0,1
MTK2919,24,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,54,,68,,100,,12,,1,,n/a,1,0
MTK2920,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2921,37,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,100,,71,,79,,1,,71,no,0,0
MTK2922,26,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,100,,86,,100,,6,,100,No other strategies were involved,0,0
MTK2923,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2924,19,Some college,Not Hispanic,Male,,English,Single,United States,White,,,75,,48,,0,,0,,0,,0,0
MTK2925,31,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,Asian,,94,,91,,53,,5,,83,,,0,0
MTK2927,34,High school diploma,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,85,,88,,95,,11,,64,just tried to make sentences with these words to remember or put them in categories,0,0
MTK2928,22,Some college,Not Hispanic,Male,,English,Single,United States,White,,,29,,10,,2,,0,,0,"Saying the words loudly, remembering by rhythms ",1,0
MTK2929,32,Associate degree,Hispanic,Female,,English,Married/Domestic Partnership,United States,Native Hawaiian/Pacific Islander,,,100,,100,,100,,100,,0,"I tend to memorize words, things, numbers into song.  For example, i remember all the presidents with the tune of my little indian.  This helps recall & remember alot of information in a short amount of time.",1,0
MTK2930,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2931,37,High school diploma,Not Hispanic,Male,,enlish,Married/Domestic Partnership,United States,White,,87,,20,,1,,8,,1,,,0,0
MTK2932,30,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,34,,33,,33,,35,,32,,1,0
MTK2933,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2934,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2935,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2936,47,High school diploma,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,88,,1,,89,,0,,0,,Repeating words in my mind for a short time after they ended,1,0
MTK2937,28,Bachelor's degree,Not Hispanic,Male,,english,Not Reported,United States,White,,,1,,1,,15,,2,,1,none,1,1
MTK2938,46,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,40,,15,,61,,0,,37,remembered the first 5 or 6 words then tried grouping words,1,0
MTK2939,36,Master's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,81,,80,,83,,82,,81,,1,0
MTK2940,52,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian,,,5,,1,,30,,2,,1,,0,0
MTK2941,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2942,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2943,29,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,80,,70,,5,,0,,50,,0,0
MTK2944,30,Some graduate education,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,74,,62,,77,,47,,60,,"Some words matched items in my surroundings or related to things I had recently seen, which made them easier to recall.",1,0
MTK2945,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2946,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2948,48,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,89,,3,,98,,1,,83,none,0,0
MTK2949,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2950,46,Not Reported,Not Hispanic,Female,,Englsih,Widowed,United States,Black,,38,,36,,70,,32,,0,,,1,0
MTK2951,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2953,25,Bachelor's degree,Hispanic,Male,,english,Single,United States,White,,,57,,38,,49,,59,,57,,1,0
MTK2954,32,Master's degree,Not Hispanic,Male,,English,Single,United States,White,,,35,,50,,50,,3,,0,"I wrote them down once, but I felt like that was kind of cheating so I stopped.  I just wanted to see how many more I would get.",1,0
MTK2955,42,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,93,,51,,94,,20,,15,,none,0,0
MTK2956,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2958,35,Bachelor's degree,Not Reported,Male, ,English,Divorced,United States,White,,0,,23,,67,,49,,9,,I tried to keep up.,0,0
MTK2959,39,Master's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,35,,56,,88,,9,,30,,0,0
MTK2960,38,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,75,,90,,35,,15,,15,"If any words were connected to a song lyric I sung it in my head. I also physically mimicked words when able, such as pointed to my closet for ""wardrobe"" or touched my forehead for ""forehead"".",0,0
MTK2962,31,High school diploma,Not Hispanic,Female,,english,Widowed,United States,White,,44,,60,,44,,44,,31,,,0,0
MTK2963,47,Some college,Not Hispanic,Male,,English,Divorced,United States,White,,,77,,24,,29,,0,,0,none,0,0
MTK2964,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2965,45,Associate degree,Not Hispanic,Female,,English,Single,United States,White,,66,,28,,76,,13,,39,,,0,0
MTK2966,30,Some college,Not Hispanic,Female,,english,Single,United States,American Indian/Alaskan Native|White,,100,,100,,85,,45,,95,,,0,0
MTK2967,38,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,83,,83,,54,,54,,83,no,0,0
MTK2969,33,High school diploma,Not Hispanic,Female,,English,Divorced,United States,White,,75,,68,,86,,14,,46,,,1,0
MTK2970,32,Bachelor's degree,Not Hispanic,Female,,english,Divorced,United States,White,,77,,0,,63,,0,,9,,,0,0
MTK2971,28,Bachelor's degree,Hispanic,Male,,English,Single,United States,Black,,,60,,41,,80,,66,,47,,0,0
MTK2972,31,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,30,,6,,85,,0,,0,,"I tried simply saying the words after each one was said, in hopes that it would implant them in my memory.  ",0,0
MTK2973,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2974,28,Some college,Not Hispanic,Male,,English,Single,United States,White,,75,,60,,55,,0,,0,,,0,0
MTK2975,38,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,86,,20,,58,,0,,0,,1,0
MTK2976,36,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian,,33,,5,,46,,0,,21,,nope,0,1
MTK2977,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2978,26,Master's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,75,,67,,67,,59,,72,,,1,0
MTK2979,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2980,34,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,30,,94,,64,,1,,46,,,0,0
MTK2981,24,Some college,Not Hispanic,Female,,english,Single,United States,White,,89,,34,,98,,7,,10,,repeat the words to myself,1,0
MTK2983,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2984,39,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,52,,76,,63,,30,,8,remembering words that started with same first letter together,0,0
MTK2985,34,Doctorate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,99,,99,,100,,100,,4,I would try to memorize the first 4 and last two in each set. The rest I would try to group into categories and recall at random.,0,0
MTK2986,28,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Asian,,,79,,68,,69,,38,,18,,0,0
MTK2987,61,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,25,,90,,0,,0,,0,,,0,0
MTK2988,39,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,97,,32,,69,,2,,62,,None,0,0
MTK2989,24,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,63,,0,,26,,0,,0,,Repeating each word out loud,0,0
MTK2991,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2995,35,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,29,,52,,91,,0,,4,,0,0
MTK2996,22,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian,,86,,82,,87,,89,,58,,,0,1
MTK2997,25,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,92,,1,,91,,1,,1,,n/a,0,0
MTK2998,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2999,41,Bachelor's degree,Not Hispanic,Male,,41,Married/Domestic Partnership,United States,,,,50,,65,,70,,44,,52,,1,0
MTK3000,27,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,81,,86,,53,,5,,0,I only used the above,0,0
MTK3001,55,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,45,,85,,100,,14,,0,,0,0
MTK3002,34,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,11,,95,,0,,88,,10,,,0,0
MTK3003,49,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,75,,10,,35,,1,,21,,,0,0
MTK3005,28,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,84,,34,,3,,5,,3,,,0,0
MTK3006,43,Some college,Not Hispanic,Female,,English,Single,United States,Black,,,25,,26,,68,,1,,6,I didn't really try to use any strategy.  I really only said most words aloud once.,0,0
MTK3007,25,Bachelor's degree,Hispanic,Female,,Spanish,Single,Chile,Other,,,50,,30,,20,,20,,90,I tried to make  story with the words ,1,0
MTK3009,41,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,Black,,,100,,41,,29,,30,,51,,0,0
MTK3011,35,High school diploma,Not Hispanic,Female,,english,Divorced,United States,White,,70,,4,,4,,21,,57,,Repeated them in my mind.,0,0
MTK3012,30,Associate degree,Hispanic,Male,,english,Single,United States,Other,mestizo,,85,,5,,20,,0,,0,,1,0
MTK3013,20,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian,,64,,100,,51,,0,,1,,NA,0,0
MTK3014,23,Bachelor's degree,Not Hispanic,Male,,Bangla,Single,United States,Asian,,,38,,21,,76,,0,,34,I did not.,0,0
MTK3015,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK3016,43,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,92,,73,,74,,55,,26,,0,0
